url,static_inbound_links,static_outbound_internal_links,in_sitemap,in_tools_data,classification
/tools/resize/resize-image-for-pinterest/,4,5,yes,no,linked
/tools/resize/resize-image-for-shopify/,0,4,yes,no,orphan
/tools/resize/resize-image-for-snapchat-1080x1080/,0,4,yes,no,orphan
/tools/resize/resize-image-for-snapchat-1080x1920/,0,4,yes,no,orphan
/tools/resize/resize-image-for-snapchat-story/,2,3,yes,no,weak
/tools/resize/resize-image-for-tiktok-1080x1080/,0,4,yes,no,orphan
/tools/resize/resize-image-for-tiktok-1080x1920/,0,4,yes,no,orphan
/tools/resize/resize-image-for-tiktok-1920x1080/,0,4,yes,no,orphan
/tools/resize/resize-image-for-tiktok-profile/,0,3,yes,no,orphan
/tools/resize/resize-image-for-tiktok-video/,3,3,yes,no,linked
/tools/resize/resize-image-for-tiktok/,0,5,yes,no,orphan
/tools/resize/resize-image-for-twitter-1200x675/,0,4,yes,no,orphan
/tools/resize/resize-image-for-twitter-1500x500/,0,4,yes,no,orphan
/tools/resize/resize-image-for-twitter-400x400/,0,4,yes,no,orphan
/tools/resize/resize-image-for-twitter-header/,0,3,yes,no,orphan
/tools/resize/resize-image-for-twitter-post/,0,3,yes,no,orphan
/tools/resize/resize-image-for-twitter-profile/,0,3,yes,no,orphan
/tools/resize/resize-image-for-twitter/,7,5,yes,no,linked
/tools/resize/resize-image-for-visa/,0,4,yes,no,orphan
/tools/resize/resize-image-for-website/,0,5,yes,no,orphan
/tools/resize/resize-image-for-whatsapp-1080x1920/,0,4,yes,no,orphan
/tools/resize/resize-image-for-whatsapp-500x500/,0,4,yes,no,orphan
/tools/resize/resize-image-for-whatsapp-512x512/,0,4,yes,no,orphan
/tools/resize/resize-image-for-whatsapp-dp/,0,3,yes,no,orphan
/tools/resize/resize-image-for-whatsapp-status/,0,3,yes,no,orphan
/tools/resize/resize-image-for-whatsapp/,4,5,yes,no,linked
/tools/resize/resize-image-for-windows-wallpaper/,0,3,yes,no,orphan
/tools/resize/resize-image-for-woocommerce/,0,4,yes,no,orphan
/tools/resize/resize-image-for-youtube-1280x720/,0,4,yes,no,orphan
/tools/resize/resize-image-for-youtube-2560x1440/,0,4,yes,no,orphan
/tools/resize/resize-image-for-youtube-800x800/,0,4,yes,no,orphan
/tools/resize/resize-image-for-youtube-banner/,0,3,yes,no,orphan
/tools/resize/resize-image-for-youtube-profile/,0,3,yes,no,orphan
/tools/resize/resize-image-for-youtube-thumbnail/,0,3,yes,no,orphan
/tools/resize/resize-image-for-youtube/,5,5,yes,no,linked
/tools/resize/resize-image-for-zoom/,0,4,yes,no,orphan
/tools/resize/resize-image-to-1000x1000/,0,4,yes,no,orphan
/tools/resize/resize-image-to-100x100/,0,4,yes,no,orphan
/tools/resize/resize-image-to-1024x1024/,0,5,yes,no,orphan
/tools/resize/resize-image-to-1024x768/,0,4,yes,no,orphan
/tools/resize/resize-image-to-1080x1080/,0,5,yes,no,orphan
/tools/resize/resize-image-to-1080x1920/,0,5,yes,no,orphan
/tools/resize/resize-image-to-1200x628/,0,5,yes,no,orphan
/tools/resize/resize-image-to-1200x800/,0,4,yes,no,orphan
/tools/resize/resize-image-to-1200x900/,0,5,yes,no,orphan
/tools/resize/resize-image-to-1280x720/,1,4,yes,no,weak
/tools/resize/resize-image-to-1366x768/,0,4,yes,no,orphan
/tools/resize/resize-image-to-1440x900/,0,5,yes,no,orphan
/tools/resize/resize-image-to-150dpi/,0,4,yes,no,orphan
/tools/resize/resize-image-to-150x150/,0,4,yes,no,orphan
/tools/resize/resize-image-to-1600x900/,0,5,yes,no,orphan
/tools/resize/resize-image-to-1920x1080/,0,4,yes,no,orphan
/tools/resize/resize-image-to-200x200/,0,4,yes,no,orphan
/tools/resize/resize-image-to-2048x1536/,0,4,yes,no,orphan
/tools/resize/resize-image-to-2048x2048/,0,5,yes,no,orphan
/tools/resize/resize-image-to-2560x1440/,0,4,yes,no,orphan
/tools/resize/resize-image-to-256x256/,0,5,yes,no,orphan
/tools/resize/resize-image-to-300dpi/,8,5,yes,no,linked
/tools/resize/resize-image-to-300x300/,0,4,yes,no,orphan
/tools/resize/resize-image-to-320x240/,0,4,yes,no,orphan
/tools/resize/resize-image-to-3840x2160/,0,4,yes,no,orphan
/tools/resize/resize-image-to-400x400/,0,4,yes,no,orphan
/tools/resize/resize-image-to-480x480/,0,5,yes,no,orphan
/tools/resize/resize-image-to-500x500/,0,4,yes,no,orphan
/tools/resize/resize-image-to-512x512/,0,5,yes,no,orphan
/tools/resize/resize-image-to-600dpi/,0,4,yes,no,orphan
/tools/resize/resize-image-to-600x600/,0,4,yes,no,orphan
/tools/resize/resize-image-to-640x480/,0,4,yes,no,orphan
/tools/resize/resize-image-to-72dpi/,0,4,yes,no,orphan
/tools/resize/resize-image-to-750x1334/,0,5,yes,no,orphan
/tools/resize/resize-image-to-800x600/,0,4,yes,no,orphan
/tools/resize/resize-image-to-800x800/,0,4,yes,no,orphan
/tools/resize/resize-image-to-96dpi/,0,4,yes,no,orphan
/tools/resize/resize-image/,254,4,yes,no,linked
/tools/resize/resize-passport-photo/,5,5,yes,no,linked
/tools/social-tools/facebook-cover-maker/,4,5,yes,no,linked
/tools/social-tools/instagram-post-maker/,6,5,yes,no,linked
/tools/social-tools/linkedin-banner-maker/,3,5,yes,no,linked
/tools/social-tools/twitter-header-maker/,2,5,yes,no,weak
/tools/social-tools/whatsapp-dp-resizer/,1,5,yes,no,weak
/tools/social-tools/youtube-thumbnail-maker/,4,5,yes,no,linked
/tools/utilities/base64-to-image/,0,3,yes,no,orphan
/tools/utilities/color-palette-generator/,2,5,yes,no,weak
/tools/utilities/dominant-color-extractor/,2,5,yes,no,weak
/tools/utilities/image-aspect-ratio-calculator/,3,5,yes,no,linked
/tools/utilities/image-dimension-checker/,4,5,yes,no,linked
/tools/utilities/image-format-checker/,0,5,yes,no,orphan
/tools/utilities/image-metadata-viewer/,6,5,yes,no,linked
/tools/utilities/image-size-checker/,5,5,yes,no,linked
/tools/utilities/image-to-base64/,1,4,yes,no,weak
